YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70,F160,F250,F350,F500,F870,F1100
4469.0,0.005151515,0.008999082,0.086042241,9.56122449,18.1,84.4,46.85,0.09,0.3758,0.1552,0.2784,8.3488,11.928,9.75,3.936,1.05,,
4470.0,0.524571063,211.401644,10239.65693,48.43697868,24.2,236.9,58.02,0.2,1.9139,0.7533,4.9295,60.0185,57.503,35.24,10.263,3.75,,
4471.0,0.843755739,328.815162,1907.167354,5.800119868,16.9,58.2,44.33,0.12,0.4261,0.1607,0.2593,5.1995,9.437,9.135,3.479,1.457,,
4473.0,1.114171067,576.217418,6214.26236,10.78457916,18.9,86.0,48.24,0.12,4.9726,1.9941,2.6788,60.3706,44.372,30.059,12.554,5.331,,
4474.0,0.311449704,64.28129413,272.4754902,4.238799076,16.0,48.8,41.8,0.18,0.7667,0.2499,0.3897,11.5261,15.781,15.148,6.745,3.187,,
4475.0,0.268229075,17.9648216,74.07722564,4.123460133,16.2,46.5,40.2,0.07,0.3854,0.1028,0.1851,6.6787,14.064,14.6,5.506,1.791,,
4476.0,0.44969697,246.1135114,519.6119784,2.111269615,14.5,31.4,38.29,0.32,0.425,0.03,0.091,3.4834,23.347,40.881,17.633,7.718,0.94,
4477.0,0.254846939,44.9016035,544.6992139,12.13095238,22.2,69.8,35.36,0.18,0.169,0.0344,0.1869,4.7553,38.762,24.224,7.592,5.195,,
4479.0,0.570687023,78.85664265,1742.64154,22.09885536,18.0,194.4,64.57,0.06,1.9072,0.7079,3.6453,50.1014,26.966,29.189,10.898,2.566,,
4480.0,0.215813953,297.4858722,4926.831801,16.56156564,22.0,100.7,63.16,1.63,5.8748,2.5183,,156.7013,206.385,176.271,60.096,19.12,3.69,
4481.0,0.349693252,129.0844367,1134.025609,8.785145889,16.9,88.4,69.39,0.29,,,,0.2108,13.032,18.052,5.195,1.98,,
4483.0,0.211513353,16.82292879,423.4386637,25.17032967,21.8,149.5,47.54,0.1,0.6774,0.2138,0.6116,16.4989,17.861,13.614,3.116,1.477,,
4484.0,0.30015625,59.70505078,850.6099277,14.24686717,20.2,98.5,45.93,0.18,,0.2205,0.5666,13.308,41.573,24.837,11.37,3.699,,
4488.0,0.544225352,698.8025987,124.951458,0.178807947,10.0,7.7,34.44,0.62,0.082,0.0198,0.0255,0.7451,2.71,10.174,6.458,4.231,,
4489.0,0.410943396,183.9897828,6564.442721,35.67830028,21.4,220.0,54.81,0.29,2.7513,0.5907,5.2869,66.0587,77.539,55.782,17.164,6.076,0.77,
4491.0,0.402696078,274.1265679,7361.002859,26.85257002,22.0,158.6,53.78,0.45,3.177,1.2237,7.6761,101.261,91.967,69.965,23.24,8.895,1.21,
4492.0,0.295909091,34.89731405,600.7258264,17.21409922,20.9,111.7,45.6,0.11,0.4551,0.1493,0.7486,16.9167,26.877,22.304,7.094,2.104,,
4493.0,0.208692098,109.6631113,431.1604459,3.931681682,16.1,45.7,42.65,0.66,0.22,0.0333,0.2326,3.3027,22.232,30.35,11.64,4.574,0.63,
4494.0,0.253107536,29.91926144,215.5056321,7.202906146,15.2,93.7,51.06,0.12,2.2995,0.8434,3.0655,65.0442,4.514,80.961,13.153,,1.02,
4495.0,0.270694864,4.953587499,354.9759495,71.66037736,30.2,234.7,46.97,0.02,0.5421,0.1544,0.5283,12.993,17.646,6.9,2.224,0.698,,
4496.0,0.298928571,264.8204082,4224.201658,15.95119382,17.7,149.6,65.7,0.8,3.2557,1.4933,,119.3449,90.27,84.682,23.227,11.465,1.81,
4497.0,0.319908257,362.3765153,479.754178,1.323910788,13.0,26.5,41.21,0.94,4.152,1.3273,1.8227,63.562,24.038,31.913,21.027,11.722,,
4499.0,0.286495468,256.8771077,686.1117277,2.670972644,13.4,49.0,54.52,0.83,0.4549,0.1647,1.0869,14.8678,17.788,24.298,7.626,,0.79,
4501.0,0.318,57.97776,1087.53244,18.75775194,21.5,115.3,43.69,0.16,1.4673,0.3415,0.552,25.4516,38.575,11.676,8.963,2.872,,
4503.0,0.679365079,370.8307794,742.1325147,2.001270003,14.3,30.3,38.1,0.21,0.696,0.1704,0.204,9.7547,24.383,34.396,19.071,2.918,,
4504.0,1.34887218,1315.580304,4143.64803,3.149673203,15.4,39.6,40.99,0.19,1.3582,0.4527,0.6525,15.565,18.835,18.747,10.032,3.924,,
4505.0,1.37504931,174.2096935,3888.140379,22.31873727,21.0,141.7,52.65,0.02,0.7296,0.2567,1.0208,15.0928,18.169,20.388,2.006,,,
4506.0,0.923766082,3708.753673,10820.25852,2.917491824,13.5,52.7,62.54,1.15,,1.7027,,,41.909,74.008,39.262,,,
4507.0,0.343384615,302.8933642,6380.950633,21.06665707,19.8,154.3,60.52,0.68,4.4848,1.3081,7.5177,65.9649,60.378,52.559,18.867,6.624,,
4509.0,0.582725451,2264.970839,7592.952556,3.352340094,16.3,38.7,43.19,1.8,0.7667,0.1788,1.1747,21.1993,51.062,72.126,27.566,12.384,2.02,
4511.0,0.291333333,54.78088889,869.676,15.87553648,18.5,132.5,48.74,0.18,1.1557,0.3792,1.1521,36.3716,26.496,23.11,8.525,3.303,,
4512.0,0.858367844,38062.04373,569626.1173,14.965726,8.5,1493.1,75.69,13.65,17.806,,,3406.9389,1726.793,1226.988,11.326,,17.12,
4513.0,0.32,39.0,259.3,6.648717949,17.3,63.8,42.04,0.1,0.3685,0.1212,0.1858,5.9539,15.174,12.227,4.779,2.302,,
4516.0,0.384839034,107.0451011,44.88356548,0.419295839,11.4,12.0,34.22,0.19,,0.0288,0.0553,0.6744,2.728,8.939,4.215,1.955,,
4517.0,0.895060241,246.95308,1151.855919,4.664270309,16.4,51.4,41.15,0.08,0.308,0.1244,0.1517,4.7669,11.441,10.25,4.39,2.498,,
4518.0,1.398672087,2391.390595,16676.68449,6.973634724,15.0,94.8,51.66,0.32,0.7858,0.2176,0.894,23.5598,17.587,27.194,9.628,,,
4519.0,0.513697881,93.00343819,2207.2816,23.73333333,23.0,128.7,44.7,0.09,0.1315,0.0459,0.0904,2.4079,5.749,3.895,1.001,0.387,,
4520.0,1.8984,538.0179061,2450.960038,4.555536181,16.4,49.5,40.32,0.04,0.2312,0.0951,0.1576,2.9443,14.62,25.168,4.547,,,
4521.0,1.318366337,349.9322205,3905.61466,11.16106043,18.7,90.0,43.54,0.05,0.1139,0.0496,0.0654,3.3716,7.865,4.534,1.961,1.107,,
4523.0,0.786021661,403.0349975,1772.03565,4.396728972,16.2,49.0,42.15,0.17,0.0952,0.0347,0.0573,2.0288,5.965,5.167,2.921,0.984,,
4524.0,0.336104147,48.50175521,2179.342478,44.93327032,25.9,195.5,52.21,0.11,,1.7821,11.6031,,106.985,48.438,15.357,6.187,,
4526.0,1.419350412,269.9275998,2221.418842,8.229683973,19.0,64.4,38.69,0.04,0.1212,0.054,0.0541,3.1708,9.064,6.036,2.392,1.051,,
4527.0,1.109687825,726.6840052,701.6961032,0.965613799,12.8,19.8,40.98,0.16,0.0871,0.0309,0.0747,1.5964,6.31,8.794,5.716,2.697,,
4528.0,0.309526066,48.66356102,809.9006941,16.64285714,19.6,123.3,47.08,0.13,0.7117,0.3015,0.9827,21.546,30.412,26.511,9.289,3.862,,
4529.0,0.30084507,48.87418845,1931.548656,39.52083333,22.1,227.7,71.05,0.14,0.437,0.1965,1.0394,8.7087,8.873,6.317,1.689,0.81,,
4530.0,0.381262136,96.85132435,15.64822321,0.161569533,10.9,5.2,16.89,0.18,0.0492,0.0146,0.0295,1.137,1.548,5.093,2.972,1.966,,
4531.0,0.750063966,1145.535612,23271.07326,20.31457862,19.5,152.5,49.15,0.54,0.1591,0.0705,1.3785,38.6145,38.958,38.712,11.119,4.276,0.49,
4532.0,0.131903485,8.660601312,208.7823531,24.10714286,23.4,124.1,46.46,0.13,0.2068,0.0586,0.1735,4.2828,11.938,7.177,2.133,0.671,,
4533.0,0.686758242,159.8293835,1284.243117,8.035087719,17.3,78.2,70.72,0.09,,0.0665,0.4301,3.2533,8.139,8.768,2.405,,,
4534.0,0.513987976,82.64162955,381.2592813,4.613404689,16.9,47.3,46.14,0.08,0.1607,0.0477,0.1628,3.2445,13.23,15.393,4.856,,,
4535.0,1.695,1994.589444,1969.546936,0.98744478,13.3,18.1,33.15,0.19,0.0792,0.0332,0.0912,2.8229,8.081,13.939,7.319,3.081,,
4536.0,1.507605042,394.2307639,7694.377582,19.51744584,21.1,123.6,45.47,0.05,0.4713,0.1911,0.4647,14.9579,20.382,12.514,4.328,1.713,,
4537.0,1.224458728,390.8830701,2367.700994,6.057312723,16.4,66.4,45.04,0.07,0.1739,0.0527,0.0547,2.1405,5.63,5.316,1.92,1.274,,
4538.0,1.252031587,941.1527365,2567.893464,2.72845561,15.3,34.6,40.09,0.16,0.183,0.0803,0.1382,4.6385,9.693,11.31,5.131,1.927,,
4540.0,1.888283379,425.780873,6580.659891,15.45550847,20.0,108.6,44.35,0.03,0.8594,0.3136,0.2924,8.6604,17.641,11.371,4.887,1.689,,
4541.0,1.14030837,292.8557432,1008.969643,3.44527866,15.8,40.6,39.45,0.06,0.233,0.0857,0.1052,3.0315,9.697,11.078,3.927,2.115,,
4542.0,0.555950249,2176.794579,19860.54241,9.123755915,17.3,91.9,50.42,1.87,6.314,2.1699,11.8748,175.4288,69.786,73.097,26.384,9.951,3.7,
4544.0,0.956555024,701.0231817,7579.071102,10.81144148,17.1,106.5,52.18,0.2,0.4902,0.1621,0.7476,14.683,13.459,10.652,4.814,2.02,,
4545.0,0.493037849,325.3487979,856.1442933,2.63146598,14.5,39.2,43.15,0.36,0.9351,0.1852,0.2269,12.4809,5.35,7.189,3.406,,,
4546.0,0.917943107,1838.932902,2084.640762,1.13361437,14.1,18.1,30.5,0.57,0.131,0.0182,0.1104,2.404,25.534,39.555,21.638,10.015,1.2,
4547.0,0.61235732,43.33633789,78.05684599,1.801186944,14.0,28.7,38.34,0.03,0.0823,0.0264,0.0318,0.6106,2.409,2.886,1.59,0.728,,
4549.0,0.5760401,80.13309715,222.1147103,2.771822358,14.2,43.0,46.58,0.07,0.1072,0.0585,0.1746,3.2702,5.059,8.299,2.946,,,
4552.0,0.47746336,137.1756888,917.4282,6.68797954,17.2,65.2,44.61,0.16,0.1579,0.0462,0.1154,5.0495,9.2,8.703,3.275,1.38,,
4554.0,0.661546317,120.9837027,5900.615434,48.77198582,24.3,235.9,53.52,0.07,0.7692,0.2173,0.6738,19.684,26.211,11.425,4.891,2.842,,
4555.0,1.634561798,498.6675916,4569.76972,9.163959713,16.7,96.0,52.93,0.05,0.4705,0.158,0.8324,15.3224,19.79,33.301,5.08,3.866,,
4556.0,0.888738318,196.6770504,5145.174651,26.16052376,21.6,159.2,46.16,0.07,0.1873,0.0949,0.2141,12.0166,19.078,10.622,3.919,1.462,,
4557.0,1.209463327,489.6309736,9523.051709,19.44944708,19.4,146.3,55.59,0.09,0.2998,0.0901,0.4419,13.2769,11.713,9.496,2.797,1.566,,
4558.0,1.973780761,3256.303001,26795.28867,8.2287455,17.2,80.1,47.15,0.22,0.8682,0.5717,3.0784,,41.798,37.748,14.96,6.724,,
4560.0,0.241415525,24.4741781,133.4221839,5.45154911,18.1,47.5,36.37,0.11,0.315,0.0772,0.1027,5.1168,12.874,3.991,3.62,2.105,,
4561.0,0.422004197,66.02138252,85.12628118,1.289374411,13.1,24.5,44.93,0.1,0.1827,0.1427,0.3422,1.7895,4.88,12.765,3.734,1.839,,
4562.0,0.224893617,86.24491726,2612.808118,30.29521277,20.7,200.7,54.82,0.45,3.2927,1.278,7.648,86.253,77.197,61.763,19.176,6.456,0.61,
4563.0,0.767751479,194.2801933,7476.01501,38.48058252,22.9,206.7,51.27,0.09,0.4703,0.2071,0.937,13.9355,13.44,8.652,2.523,0.984,,
4565.0,1.071025281,481.8898229,3802.702824,7.891228748,17.2,76.4,45.35,0.11,0.2062,0.0803,0.1589,5.3965,9.333,9.424,3.246,1.425,,
4566.0,0.343829787,50.21995247,126.1848461,2.512643678,15.1,33.7,36.78,0.11,0.0719,0.0537,0.0682,4.1669,9.786,9.6,2.618,,,
4568.0,0.451811024,196.782144,698.3504247,3.548850575,14.7,51.0,44.63,0.25,0.2593,0.0891,0.2176,5.1738,8.327,11.099,4.302,1.452,,
4569.0,0.334871001,983.4447622,10641.53418,10.820673,22.0,67.0,39.0,2.37,,0.1798,0.3495,4.0546,96.562,102.31,25.342,12.116,1.99,
4571.0,0.181944444,10.0759633,89.64917655,8.897330595,16.5,94.6,48.76,0.08,0.393,0.1341,0.9415,18.1692,17.665,15.734,6.537,3.046,,
4572.0,0.1,58.0,1086.3,18.72931034,27.5,58.6,31.89,1.53,18.2675,,,,241.901,88.993,45.905,13.825,,
4576.0,0.242211838,635.3824681,21837.48248,34.36903531,27.5,143.2,60.89,2.83,9.9569,,,848.6658,989.418,783.004,239.344,83.209,11.24,
4577.0,1.078924303,3293.17601,2195.394938,0.666649742,12.5,14.8,34.51,0.76,,0.1333,0.3572,11.7337,16.394,44.803,19.504,10.602,1.5,
4578.0,0.326334107,1294.895511,8231.184519,6.356639937,18.8,55.3,43.72,3.29,1.5672,0.5709,4.6337,116.7625,183.177,242.255,86.31,32.609,5.46,
4580.0,0.797750294,369.0204027,5590.904151,15.15066405,20.0,106.5,48.28,0.15,1.7004,0.544,1.6936,60.7531,47.813,33.354,12.21,4.693,,
4582.0,0.217016129,486.0772373,13726.88514,28.24013158,23.7,153.8,67.83,2.85,16.0705,,,593.197,543.854,431.764,134.522,48.129,8.28,
4584.0,0.843209607,137.4443495,7111.233601,51.73900293,22.7,286.0,51.18,0.05,1.2584,0.4379,3.5558,58.2886,49.049,23.708,9.774,5.577,,
4586.0,0.951829268,698.8980518,2669.700165,3.819870664,15.9,44.7,40.32,0.2,,0.0472,0.1332,2.8914,20.647,27.341,9.252,5.194,,
4588.0,0.270234987,634.8476028,6889.118867,10.85161043,19.4,85.7,50.83,2.26,,0.0545,0.5147,5.1167,244.513,264.076,94.131,34.541,5.54,
4589.0,0.326647564,229.948851,2358.97078,10.25867609,14.6,150.3,56.45,0.57,2.744,2.7048,22.1584,108.1083,32.08,62.521,24.767,7.845,0.92,
4590.0,0.378181818,23.7388203,461.8279586,19.45454545,21.3,121.2,44.81,0.04,0.4617,0.1247,0.2125,,13.584,16.049,1.69,,,
4591.0,0.11627907,196.0218737,1906.135449,9.724095647,23.1,56.6,36.71,3.77,0.1143,0.019,0.1679,28.1778,169.709,174.591,57.163,16.335,3.55,
4592.0,0.278474576,83.92301063,4112.06613,48.99807692,23.9,246.2,53.71,0.3,6.0107,1.8046,,152.9477,125.229,70.51,24.314,8.453,1.11,
4593.0,0.41204947,279.2909164,15232.40602,54.53956835,18.3,467.9,62.52,0.43,10.1364,2.6468,,278.7643,97.444,145.758,36.094,9.779,2.48,
4595.0,0.262562724,85.64997334,64.05802565,0.747904794,12.6,16.2,33.53,0.33,0.061,0.018,0.0433,1.131,4.934,9.659,4.802,1.989,,
4596.0,0.368333333,172.4034722,1591.886111,9.233492172,15.8,111.1,52.66,0.33,2.8129,0.7618,2.2209,41.4814,34.336,53.627,17.476,6.995,,
4598.0,0.340505618,261.4362265,487.2220585,1.863636364,16.8,19.5,24.83,0.61,3.0372,0.9771,4.2386,63.2835,65.558,87.192,34.778,14.606,1.52,
4599.0,0.317094017,326.0237563,2771.776492,8.501762336,16.1,99.2,54.37,0.86,2.4037,0.62,,73.5674,71.253,80.855,23.762,,,
4601.0,0.398219178,661.9576183,4256.952104,6.430852952,14.0,104.8,52.3,1.11,5.3227,1.1345,5.0905,203.4117,62.194,78.466,48.048,22.779,,
4602.0,0.356631579,787.7750249,3140.555335,3.986614498,15.6,50.4,49.94,1.66,0.7708,0.2434,1.8558,23.7328,34.006,45.091,19.284,8.871,,
4603.0,0.322393617,523.1432124,5815.109657,11.11571271,17.4,108.8,49.86,1.32,5.3983,2.5074,15.2518,155.8227,143.856,166.237,67.935,27.244,,
4605.0,0.70862069,412.132355,2576.535537,6.251718667,16.5,67.1,43.69,0.21,0.6736,0.2041,0.3447,13.7731,25.957,22.393,10.529,4.542,,
4607.0,0.432,133.996032,378.9960192,2.828412256,13.9,46.1,49.62,0.19,0.7298,0.2542,0.7083,9.6304,13.947,37.034,14.483,4.304,,
4610.0,0.581974742,129.5772803,551.151859,4.253460621,15.3,54.3,44.15,0.1,0.168,0.0542,0.0759,2.7362,5.367,6.06,2.638,,,
4611.0,1.049609544,1489.238844,651.7597141,0.437646195,13.0,8.6,19.76,0.36,0.125,0.0457,0.0893,2.935,15.126,25.379,14.935,7.516,,
4614.0,0.209197861,134.3683734,5960.416931,44.35877863,24.8,210.2,49.33,0.82,1.3712,0.5758,3.9521,91.185,89.377,68.216,17.261,5.099,1.29,
4615.0,0.986229508,2580.490885,1028.44085,0.398544655,12.0,9.8,28.32,0.7,,0.015,0.0012,1.0641,12.335,36.618,12.371,7.671,,
4616.0,0.524961832,209.8144208,384.7248907,1.8336437,13.9,30.3,40.22,0.21,0.1701,0.0477,0.0886,2.6909,6.147,9.141,3.738,1.957,,
4617.0,0.696486486,754.3147773,1934.323785,2.564345607,14.4,38.6,43.67,0.41,0.5326,0.1973,0.293,8.1443,11.152,18.881,8.172,4.156,,
4618.0,1.49218573,697.2613829,4188.791229,6.007490637,16.9,61.0,41.55,0.08,0.2122,0.0418,0.1729,5.0716,46.618,29.079,17.471,9.551,,
4619.0,0.159371555,23.85481232,193.8216724,8.125055432,16.8,83.2,46.6,0.25,0.2263,0.0261,0.0905,6.1329,8.948,7.652,3.16,,,
4621.0,0.187410359,72.57764797,946.6649736,13.04347826,18.1,114.7,50.74,0.53,0.7693,0.2276,1.4466,36.5615,36.393,36.255,10.638,5.422,0.64,
4622.0,1.6856,1020.05632,717.11616,0.703016241,13.9,11.4,21.58,0.1,,0.0156,0.0481,1.1342,13.335,31.322,9.847,4.693,,
4623.0,0.81462585,1090.452622,17380.58548,15.93887266,17.0,161.4,49.76,0.44,2.5414,1.1195,,147.5123,137.908,141.388,72.069,27.114,3.0,
4624.0,0.392243902,216.0096175,2001.050277,9.263709181,19.1,72.7,48.37,0.37,0.7204,0.1796,0.7611,14.5026,54.591,45.843,16.1,6.73,0.95,
4626.0,0.28917364,70.39948508,128.2905068,1.822321664,14.9,24.8,31.7,0.22,0.4013,0.064,0.0866,10.3839,12.726,19.086,7.411,3.216,,
4627.0,0.203372093,187.2698317,4167.679253,22.25494206,22.5,127.7,48.51,1.16,0.8209,0.2783,2.7824,41.5273,55.068,47.929,14.194,3.939,0.63,
4631.0,0.708709677,110.6247543,2046.06262,18.49552239,20.0,130.1,48.66,0.06,1.6149,0.332,0.4114,25.0992,31.529,25.261,8.359,2.455,,
4632.0,0.626031746,70.73479363,7686.472583,108.6660777,29.1,381.3,51.43,0.05,,0.4526,3.2703,46.4162,94.665,114.0,11.846,,,
4633.0,0.600022779,351.1836593,77780.25939,221.480292,25.8,968.8,146.37,0.26,,,,,260.136,152.093,41.511,,,
4636.0,0.66391504,1112.849288,1881.190353,1.690426882,13.1,32.8,50.67,0.67,0.1447,0.0156,0.2608,1.7723,13.187,24.04,12.947,4.207,,
4637.0,0.207773852,155.7356791,171.4927193,1.101178101,15.5,14.1,22.62,0.96,3.6401,0.9848,2.305,51.1613,23.808,37.754,17.633,7.127,0.98,
4639.0,0.604368601,1964.924237,42742.66707,21.75283213,22.2,129.5,57.02,1.41,6.2559,0.5929,,164.6641,213.325,166.344,54.152,15.522,3.58,
4641.0,0.331575092,25.51204498,44.04545881,1.726457399,13.9,27.9,37.45,0.06,,0.0114,0.0195,0.9863,3.335,8.409,1.999,,,
4642.0,0.746219402,611.2166078,34252.42445,56.03974763,24.4,271.7,53.65,0.29,2.1104,0.9856,6.6413,98.5095,79.15,53.531,15.078,5.864,0.76,
4644.0,0.891946188,3193.645325,5365.854275,1.680165995,14.0,27.7,41.95,1.07,,0.0094,0.0432,2.265,25.376,56.252,20.793,10.301,1.28,
4645.0,0.469175627,91.87067227,6671.993872,72.62376238,22.7,404.0,62.48,0.11,2.0855,0.8358,,62.8505,34.521,17.367,6.76,,,
4646.0,0.341722973,22.29573809,62.57635186,2.806650831,16.2,31.5,32.59,0.05,,0.0221,0.0312,,6.985,7.233,2.938,,,
4648.0,0.626993318,3756.789272,14778.19586,3.933730319,16.2,46.6,46.13,2.57,0.9078,0.2483,5.3773,69.8628,110.616,142.436,63.648,,,
4650.0,0.351236749,325.3811322,152.0501405,0.467298578,11.6,12.9,35.1,0.69,,0.1218,0.1915,,3.753,6.75,5.389,,,
4651.0,0.335891648,113.7007129,767.1977539,6.747519294,16.9,68.3,44.34,0.27,0.2767,0.1111,0.2838,9.9544,15.027,14.672,5.965,2.458,,
4653.0,0.259469697,268.9749369,645.88455,2.401281538,14.2,37.9,48.96,1.07,2.3206,0.9109,1.8941,27.7354,36.031,54.753,25.826,14.251,1.84,
4654.0,0.163265306,57.99666805,648.3756768,11.17953321,19.1,88.2,50.09,0.57,0.3604,0.1302,1.4512,20.4394,35.374,33.376,11.366,3.693,0.8,
4655.0,0.852909305,260.8448834,2859.35958,10.96191554,19.9,78.9,42.17,0.09,0.0599,0.0182,0.1054,2.5442,6.686,4.831,1.719,0.734,,
4657.0,0.612176279,1283.28556,8754.876051,6.822235303,17.1,68.8,48.32,0.92,0.8127,0.2818,1.9566,28.6147,46.266,50.847,20.567,8.774,1.46,
4659.0,0.588204518,524.7775614,13954.44255,26.59115705,18.3,228.2,62.66,0.4,2.1144,0.5458,6.2157,127.6306,58.331,127.614,27.681,,0.63,
4660.0,0.358916372,543.3205118,1520.375582,2.798303301,14.8,39.9,45.13,1.13,1.0495,0.1273,1.402,51.7884,77.688,126.813,52.221,27.249,3.4,
4661.0,0.72,561.6,1129.077551,2.010465725,13.5,35.6,43.26,0.29,0.8674,0.1996,0.4922,10.5154,13.834,20.868,9.694,,,
4662.0,0.237434679,41.69817311,181.8692306,4.361563518,15.2,57.6,43.78,0.2,0.584,0.133,0.2216,11.9394,14.092,12.72,5.918,3.411,,
4664.0,0.4832,665.9098003,193.5484555,0.290652661,10.2,11.7,38.37,0.76,0.3054,0.0688,0.1588,5.0989,7.317,32.382,17.373,9.774,,
4668.0,1.316507592,647.2345044,6848.459487,10.58111,17.8,95.8,49.2,0.1,1.099,0.2955,0.6325,31.3857,33.949,56.844,7.112,,,
4669.0,0.422513426,273.2167539,4048.181549,14.81673979,19.7,108.6,47.07,0.41,0.4238,0.1567,0.7901,14.5132,22.566,21.884,5.807,2.281,,
4672.0,0.224545455,142.8818182,1359.681818,9.516129032,15.9,112.8,54.99,0.77,3.6028,1.4178,6.2209,57.049,37.695,39.212,19.338,,,
4673.0,1.518275058,268.6154542,1354.041167,5.040816327,19.3,38.6,32.56,0.03,,0.057,0.526,,8.633,11.016,3.616,1.48,,
4674.0,0.307862319,85.87604757,198.9123674,2.316272966,14.1,36.5,42.35,0.23,0.2017,0.074,0.1697,5.9765,11.648,18.059,7.881,3.284,,
4675.0,0.175515734,1115.49768,10576.22814,9.481174485,24.9,55.0,41.78,9.62,,0.1835,3.7781,191.0635,719.497,699.916,271.331,86.446,19.94,
4677.0,0.877854671,2925.388705,224443.8736,76.72275253,27.9,297.9,49.57,1.02,,0.4428,,664.5907,1946.119,2215.541,470.569,188.54,14.95,
4679.0,0.944662921,5715.436365,1157992.872,202.6079547,33.3,596.2,102.67,1.71,18.8026,,,4949.0812,2737.243,1031.009,454.442,119.29,16.69,
4680.0,0.510576271,3553.316504,7120.464212,2.003892477,16.1,24.7,33.81,3.63,,,,66.2125,66.945,100.41,42.325,,3.73,
4683.0,0.16109589,15.42548321,736.881291,47.77038627,27.2,190.1,46.51,0.16,1.254,0.3352,1.2411,33.1681,44.935,24.132,6.727,2.223,,
4685.0,0.55540724,268.391868,181.7972682,0.677357587,12.3,15.4,32.94,0.23,,0.0162,0.0539,1.5347,5.102,9.911,4.947,,,
4686.0,0.666125908,271.8866148,894.8408585,3.29122807,14.8,46.5,45.0,0.17,0.4708,0.0604,0.1913,9.2637,21.071,24.579,12.647,4.981,,
4687.0,1.167431034,2157.380076,25940.91703,12.02426838,22.1,70.5,36.93,0.42,0.3908,0.2399,2.4342,53.0941,78.55,51.238,17.034,5.824,1.06,
4690.0,0.282036554,295.005348,1028.327834,3.485793872,15.2,46.3,44.65,1.0,0.2371,0.0733,0.6375,12.2943,19.413,20.99,9.128,5.014,0.63,
4692.0,0.578642202,128.9473573,1052.936123,8.165627783,17.0,81.7,45.38,0.1,0.4469,0.1245,0.2617,10.1461,12.954,11.992,4.813,,,
4693.0,0.119189189,729.0472516,2482.509478,3.405142084,25.7,20.3,27.61,13.56,23.9263,,,963.1455,1263.528,401.47,262.429,85.761,,
4694.0,0.498624339,1945.090197,451656.985,232.20362,28.8,877.1,68.97,2.08,20.9869,,,,1074.697,678.098,270.83,,10.1,
4695.0,0.981,605.931,1877.198,3.098039216,15.5,0.6,39.29,0.16,0.244,0.0797,0.2523,5.7406,9.714,12.234,5.538,1.769,,
4696.0,0.072115385,3.467085799,114.4138314,33.0,25.0,148.2,45.22,0.18,0.5429,0.2606,1.3549,30.2711,43.317,21.381,6.704,2.83,,
4698.0,0.275188917,316.9710511,1521.000614,4.798547401,16.9,50.1,41.74,1.16,0.1808,0.047,0.3327,17.5578,45.286,46.735,20.721,8.232,1.56,
4699.0,0.739079903,378.3675445,606.3880282,1.602642819,13.5,28.6,39.96,0.18,0.2614,0.0833,0.1504,5.181,9.746,13.419,6.624,3.63,,
4702.0,0.095238095,4.535147392,15.87301587,3.5,16.1,53.4,42.97,0.13,0.144,0.0554,0.1664,4.9078,9.083,7.887,3.436,2.247,,
4703.0,0.796058824,391.8500502,9066.922692,23.13875598,20.8,150.0,50.51,0.16,0.6054,0.212,0.6253,13.0892,17.791,13.772,3.972,1.372,,
4705.0,0.725384615,288.0135437,3289.499277,11.42133538,19.3,86.6,43.82,0.15,2.1548,0.5286,1.3474,51.4091,63.586,56.505,17.085,7.169,,
4706.0,0.458903592,315.6499927,1534.436216,4.861195159,16.8,50.8,41.13,0.4,0.289,0.0933,0.3124,11.1376,25.875,29.796,11.476,4.797,0.83,
4708.0,0.359268739,68.55661962,686.7944093,10.01791531,17.1,100.1,49.68,0.14,0.2553,0.0734,0.0952,6.1837,7.456,5.275,3.18,,,
4710.0,0.484145078,279.5666067,4084.134435,14.6088064,19.7,106.8,47.39,0.32,1.4106,0.439,1.5766,46.8954,53.989,45.688,14.763,5.907,0.72,
4711.0,0.298322581,178.8866609,2051.45696,11.46791465,16.9,118.0,58.24,0.53,3.6248,1.1255,,70.8121,59.425,69.188,24.41,10.241,1.65,
4713.0,0.302743363,80.88067542,350.1182203,4.328824142,14.6,61.7,52.01,0.23,0.7999,0.277,1.3737,11.9342,12.333,20.584,7.178,2.988,,
4714.0,0.2312,18.37462,231.35317,12.59090909,19.7,1.8,44.53,0.1,0.3862,0.1503,0.267,8.0541,15.558,13.192,3.673,1.64,,
4715.0,0.447410926,28.22558437,434.2930405,15.38650307,21.6,92.5,41.15,0.04,0.2028,0.0555,0.0966,3.8114,9.516,5.827,1.646,,,
4716.0,0.422906574,124.9110906,905.1998515,7.246753247,17.9,65.2,44.56,0.19,0.2272,0.0622,0.3533,4.8355,15.226,16.729,5.59,2.028,,
4720.0,1.63409205,1176.384364,44053.45876,37.44818454,19.7,273.2,51.31,0.12,3.0241,0.636,5.4223,,53.617,45.262,13.815,6.185,,
4722.0,0.744430693,474.474081,14692.04657,30.96490864,21.1,198.1,50.69,0.23,0.6509,0.1543,0.7577,29.2488,31.926,25.14,7.174,1.353,,
