YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,F160,e_F160,F250,e_F250,F350,e_F350,F500,e_F500,F870,e_F870,F1100,e_F1100,DIST,N8,N12,N24,N70,f_MULTI,f_CEXT
42,1.38630137,17727.79286,1127596.621,63.60614823,21.2,422.7,117.05,2.45,21.7263,0.164,,,,,904.8726,0.1926,697.289,0.041015992,828.156,0.072160316,350.204,0.053663004,104.041,0.057025596,13.49,,21.62,0.06123959,12.65,5,0,0,5,1,0
43,0.322974359,97.7130309,221.7074977,2.268965517,14,36.5,41.59,0.25,0.128,0.1244,0.0097,0.3904,,,5.8366,0.1586,13.684,0.056635485,17.989,0.091333593,12.031,0.073809326,3.601,0.08081089,0.613,0.20065254,0.734,0.14305176,2.82,5,5,5,5,1,0
44,0.078,3.211,311.974,97.15789474,25.7,431.4,57.76,0.15,0.8591,0.15,0.6995,0.2241,6.7915,0.05,57.3675,0.0628,37.323,0.025212335,22.061,0.023933638,6.161,0.030514527,1.79,0.04972067,0.39,,,,1.3,5,5,5,5,0,0
46,1.000008258,1736.738365,17644.96311,10.15982802,20.3,70.5,47.93,0.47,5.8707,1.1266,2.3328,1.0337,11.3642,0.8632,128.678,0.9978,90.47,0.070774841,95.595,0.052513207,39.006,0.05817054,15.9,0.12037736,1.28,,1.68,0.08511905,10.91,5,5,5,5,1,0
47,1.622845618,14916.13223,39628.66805,2.656765671,13.7,46.8,47.3,1.51,1.5185,1.8096,0.6201,1.3933,2.7666,0.8051,72.1058,1.1361,65.87,0.057932291,113.156,0.1011789066296223,57.62,0.06535925,22.392,0.11490711,5.204,0.20003843,3.045,0.0679803,13.25,5,5,5,5,1,0
48,0.2968,313.82148,1772.81608,5.649122807,16.1,65.9,46.31,0.84,0.549,0.1763,0.1119,0.2902,0.7975,0.1733,31.35,0.1646,50.247,0.033355225,52.315,0.055165821,22.295,0.11572101,,,,,1.018,0.09430256,3.71,5,5,5,5,0,0
49,0.2345,371.73409,5448.43397,14.65680473,21.9,90.5,43.56,1.97,0.3844,0.2944,0.0974,0.3408,1.7419,0.159,74.8953,0.169,134.58,0.019884085,119.016,0.026525846,40.006,0.028095784,12.304,0.051284134,1.85,,13.015,0.06269689,4.69,5,5,5,5,0,0
50,0.2238,91.82514,3390.57373,36.92424242,23.4,195.1,48.89,0.45,1.5701,0.1565,0.4685,0.2434,2.9363,0.1195,102.8227,0.1847,89.169,0.037759761,50.671,0.042252966,16.782,0.06346086,,,,,,,3.73,6,6,6,6,0,0
53,0.3047,455.77026,78.26358,0.171717172,10.2,7,29.1,1.4,0.4266,0.2718,0.15,0.4986,0.4946,0.1607,7.2038,0.6842,4.487,0.059059502,37.272,0.035898263,16.567,0.0391139,7.181,0.07366662,1.26,,,,2.77,5,5,5,5,0,0
54,0.470032573,2770.275334,90606.10203,32.70653314,25.9,152.7,47.79,3.32,0.9791,0.0674,0.3167,0.228,5.2158,0.1719,251.7603,0.0624,277.097,0.019245969,252.652,0.023657047,71.719,0.019883154,23.76,0.04347643,3.16,,1.488,0.1626344,11.1,5,5,5,5,1,0
55,0.22,36.3,738.1,20.33333333,19.6,150.9,56.14,0.19,2.1078,0.0738,0.4923,0.3076,2.992,0.0325,38.1898,0.2292,33.912,0.043082094,19.754,0.088488409,9.558,0.04582549,,,,,,,2.75,5,5,5,5,0,0
56,0.160916031,60.50139269,1738.603053,28.73657904,22.6,161.9,56.45,0.63,0.5867,0.1417,0.2396,0.4879,2.3465,0.6394,31.0379,0.1485,49.609,0.021367089,36.006,0.031911349,9.796,0.07523479,2.614,0.10749808,0.56,,1.006,0.2445328,3.72,5,5,5,5,0,0
57,0.592227603,79.35099637,1619.396189,20.40801329,18.8,164,77.11,0.06,0.4247,0.3482,0.4994,0.385,,,23.1318,0.0894,28.48,0.059726123,36.905,0.049884838,12.089,0.052775253,2.771,0.07217611,,,0.286,0.47202796,3.72,5,5,0,5,1,0
58,0.1974,100.20024,3472.81308,34.65873016,21.3,219,54.92,0.77,2.8229,0.1034,0.9581,0.3204,,,93.6783,0.0888,106.304,0.035915865,87.157,0.043002856,30.444,0.03511365,10.299,0.04806292,1.19,,0.705,0.26666665,2.82,5,5,0,5,1,0
60,0.166273585,285.4930002,589.8743659,2.066160521,15.8,26,38.29,2.66,,,0.0964,0.8728,0.2133,0.9158,6.1965,0.6907,47.909,0.032686969,78.55,0.020101846,35.344,0.030839747,14.495,0.02104174,3.16,,2.431,0.13780338,2.82,5,5,5,5,0,0
61,0.294431555,222.0974866,851.4878581,3.83384734,15.5,48.3,46.1,0.67,0.4358,0.1696,0.0758,0.4072,0.5743,0.2364,23.0441,0.187,53.063,0.057101935,51.872,0.066047195,29.078,0.08473761,12.362,0.119074576,2.02,,3.59,0.12339833,2.82,5,5,5,5,1,0
63,0.179197324,208.9285399,8802.761593,42.13288235,25.7,192.5,53.23,1.75,4.0789,0.046,0.9451,0.3283,,,324.4093,0.0536,385.505,0.036640251,260.827,0.028532322,87.324,0.027632726,23.704,0.04539318,4.5,,6.128,0.090241514,2.82,5,5,0,5,0,0
64,1.140434783,3166.093468,707.5449065,0.223475685,10.8,7.6,25.22,0.65,0.0929,0.4606,0.0347,0.3516,0.1952,0.2552,3.4026,0.2084,7.302,0.1179129007710916,24.544,0.099494781,16.462,0.06839996,8.888,0.048829883,,,0.46,0.36956522,7.93,5,5,5,5,1,0
65,0.2679,210.53979,1052.599545,4.999527856,16.8,52.7,47.44,0.78,1.6155,0.102,0.265,0.3236,2.8762,0.1361,51.6563,0.1285,72.657,0.029893884,98.135,0.069944463,40.801,0.03350408,12.911,0.042521883,1.66,,1.075,0.1972093,2.82,5,5,5,5,0,0
67,0.1405,53.69348,453.23614,8.441176471,18,75,45.25,0.64,0.2906,0.4065,0.0871,0.62,0.6253,0.3112,17.7356,0.1876,27.258,0.029129064,25.846,0.025574558,8.949,0.047044363,3.465,0.108513705,0.55,,,,2.81,5,5,5,4,0,0
68,0.130634483,36.35174944,102.1993221,2.811400379,14.3,43.4,44.95,0.57,0.3107,0.1568,0.0787,0.2219,0.3711,0.164,10.6852,0.1998,17.409,0.035671204,26.587,0.05224358,12.899,0.05325994,5.165,0.07279768,0.8,,0.318,0.37421384,1.54,5,5,5,5,1,0
69,0.878774617,3302.025369,34740.1764,10.52086902,17.5,100.9,52.65,1.13,0.8459,0.115,0.2975,0.409,4.8355,0.226,49.5086,0.2784,69.609,0.049548189,68.183,0.057800331,28.735,0.036332,12.311,0.07334904,2.7,0.2,7.477,0.08198475,12.55,5,5,5,5,1,0
70,0.59347079,1648.098605,47934.81113,29.08491699,20.6,198.7,50.04,1.23,1.4868,0.8077,0.3311,0.8891,1.8316,0.7112,,,74.751,0.033043037,55.848,0.060575131,16.54,0.104292616,,,1.73,,4.31,0.10719258,12.56,5,5,5,5,1,0
71,0.232669323,167.2771924,1748.560943,10.45307443,17.3,102.7,47.27,0.8,0.3492,0.2629,0.0706,0.7313,0.5441,0.3469,27.7879,0.2736,63.166,0.036396163,88.261,0.064921087,29.357,0.060666963,10.009,0.053651713,1.66,,0.824,0.26092234,2.92,5,5,5,5,1,0
73,1.444011299,2968.574305,15293.29136,5.151729345,16.8,53.3,44.4,0.38,0.1852,0.2743,0.0264,0.3202,0.3144,0.2392,10.3276,0.1943,42.716,0.1227877115263386,54.611,0.075387744,30.632,0.045214154,10.424,0.08278972,0.91,,0.385,0.39220777,12.57,5,5,5,5,0,0
74,0.2628,118.51696,124.48544,1.050359712,12.6,22.7,46.6,0.45,0.8141,0.1029,0.1798,0.164,0.6384,0.2392,10.29,0.1154,7.4,0.1793243272884472,13.002,0.5486078985543127,4.631,1.5702871,,,,,,,2.92,5,5,5,5,0,0
75,1.062385939,6172.78113,276693.2458,44.82472972,25.9,200.1,57.56,1.46,5.9886,0.1475,,,,,581.4933,0.1467,620.337,0.048847643,360.384,0.032035274,140.207,,44.617,0.037721045,6.16,,4.978,0.089594215,12.57,5,0,0,5,1,0
78,0.31459144,371.1373314,353.1759073,0.951604372,12.1,23.3,42.01,1,0.8013,0.1807,0.2139,0.4116,0.362,0.2992,9.1764,0.3116,15.93,0.042372882,32.293,0.091474933,18.677,0.053702414,10.429,0.031450763,1.675,0.20000002,,,2.94,5,5,5,5,0,0
80,0.639052914,104.0382782,1047.301823,10.06650476,18.4,84.7,43.49,0.07,0.0981,0.1741,0.0297,0.295,0.0721,0.2435,3.6008,0.1016,8.198,0.030129299,7.361,0.082189922,2.421,0.0842627,,,,,,,8.13,5,5,5,5,0,0
82,0.2352,60.5052,100.26576,1.657142857,13.3,30.6,42.41,0.32,0.1193,0.2135,0.0227,0.233,0.0668,0.1812,3.4126,0.12,5.38,0.047211897,9.434,0.09476362,3.877,0.1511478,1.978,0.1769464,,,,,2.94,5,5,5,5,0,0
83,0.4464,42.89904,272.61648,6.35483871,16.2,72,47.17,0.05,0.184,0.3997,0.0674,0.2813,0.281,0.2444,5.8074,0.2219,7.979,0.069933579,10.064,0.082372814,3.206,0.09794136,,,,,,,3.72,5,5,5,5,0,0
84,0.245805369,209.8758828,1282.746702,6.111929986,17.5,58.8,44.79,0.91,0.2138,0.3018,0.0237,0.6689,0.3044,0.7692,17.593,0.2144,76.704,0.049945245,80.632,0.039140787,31.193,0.16571026,15.627,0.080245726,1.62,,4.382,0.08101323,2.93,5,5,5,5,0,0
85,0.7542,1406.24361,42866.72937,30.48314607,21.9,181.7,54.04,0.66,0.6868,0.4249,0.2979,0.5185,4.0302,0.3174,63.519,0.1199,85.604,0.029017335,69.612,0.029592598,19.404,0.050505053,6.876,0.052501455,0.84,,,,12.57,5,5,5,5,0,0
86,0.45466474,344.3431286,1373.948058,3.990055106,14.4,60.2,48.81,0.44,1.0386,0.211,0.2652,0.2254,1.0454,0.031,15.1524,0.046,19.756,0.029459406,28.859,0.084826222,12.537,0.06181702,5.679,0.078358866,,,0.554,0.23826714,4.71,5,5,5,5,0,0
87,0.17396875,50.55365918,1938.728638,38.34991708,22.6,215.2,51.48,0.47,1.2625,0.223,0.4278,0.2335,3.8981,0.1294,64.636,0.1199,66.945,0.021659572,49.635,0.023612371,14.022,0.03159321,4.902,0.042023662,0.62,,0.459,0.2570806,2.93,5,5,5,5,1,0
88,0.163311475,205.1516549,292.6387304,1.426450742,13.9,24.4,39.8,2.16,,,0.1062,0.2827,0.5386,0.1079,14.8088,0.3476,17.433,0.042161419,36.827,0.041762837,16.79,0.03210244,6.447,0.081278116,1.62,,,,2.93,5,5,5,5,0,0
91,0.137405318,138.1163409,5183.653488,37.53106587,27.6,151.5,48.81,1.95,1.2758,0.1239,0.423,0.2138,6.6284,0.077,214.0387,0.102,304.83,0.020857526,217.594,0.026907911,60.574,0.016013471,22.428,0.032013554,2.38,,1.146,0.12129144,2.94,5,5,5,5,1,0
93,0.139437299,120.1697757,962.0675507,8.005902858,20,58.9,42.85,1.62,1.0519,0.5883,0.3411,0.9237,1.7859,0.7869,26.2472,0.4942,78.075,0.022273455,79.624,0.027567064,25.952,0.015913995,8.058,0.2727724,1.8,,0.951,0.15036805,2.94,5,5,5,5,1,0
95,1.082348337,1250.141212,3417.012306,2.733301065,13.9,43.9,44.67,0.28,0.1796,0.1242,0.0329,0.535,0.1524,0.2675,5.5018,0.0696,8.743,0.029280569,16.049,0.083058131,6.809,0.07915993,2.579,0.049243893,,,,,12.57,5,5,5,5,0,0
96,0.158376328,103.9397075,3872.4644,37.25683374,22.7,210.3,56.58,1.11,6.5932,0.2826,2.0602,0.3692,,,158.2781,0.2557,130.463,0.036807371,81.778,0.036586858,29.347,0.055406004,9.384,0.04678176,3.37,,3.807,0.08668243,2.94,5,5,0,5,1,0
97,0.814539632,708.1716363,26241.48555,37.05526203,24.7,175,55.07,0.28,,,0.082,0.2461,,,9.6395,0.3814,86.849,0.069925963,44.773,0.028700332,13.422,0.027343169,4.417,0.30858052,0.77,,0.297,0.31313133,12.56,5,5,0,5,0,0
99,0.221969697,114.5266478,57.15383379,0.499043977,13.3,21.3,20.07,0.59,0.239,0.2085,0.05,0.5302,0.1225,0.3118,6.8563,0.2237,10.825,0.073995381,13.433,0.039306186,8.664,0.020891044,5.896,0.06597693,0.872,0.19954129,,,2.93,5,5,5,5,0,0
100,1.045749343,1464.140539,27236.30994,18.6022511,21.3,116.9,45.88,0.36,1.7582,0.2794,0.5044,0.4359,2.3102,0.2529,62.0914,0.1378,84.086,0.027662155,62.169,0.02793997,19.941,0.03500326,8.346,0.253295,0.77,,0.402,0.2761194,12.56,5,5,5,5,0,0
101,1.097570671,2024.485008,9629.547568,4.756541801,18,42.6,36.47,0.45,,,,,,,,,50.84,0.055428798,53.995,0.038836927,16.058,0.048387095,8.709,0.052129984,1.28,,1.494,0.14257029,12.55,5,5,5,5,1,0
102,0.2352,63.96264,548.8686,8.581081081,16.9,88.3,51.21,0.3,0.3182,0.251,0.1049,0.5778,0.6329,0.4409,14.5943,0.2946,24.398,0.054266743,15.71,0.085741566,10.517,0.043168202,3.521,0.15847772,,,,,2.94,5,5,5,5,0,0
103,1.063492366,396.1017696,3916.771946,9.888297014,19.4,10921.3,40.46,0.09,0.1862,0.3409,0.0182,1.0823,0.0706,0.556,4.9376,0.3509,16.53,0.058015728,10.932,0.054061473,4.664,0.051243566,2.171,0.22247812,,,,,12.57,5,5,5,5,0,0
104,0.4656,33.8724,904.39308,26.7,24.5,123.2,43.6,0.04,0.2631,0.1902,0.0716,0.3252,0.1818,0.2071,6.3291,0.1309,18.388,0.042962803,8.419,0.09371659,3.237,0.06889095,1.564,0.2167519,,,,,5.82,5,5,5,5,1,0
106,0.264034707,62.0553997,399.1687956,6.432458698,17.7,59.3,44.08,0.23,0.3012,0.5115,0.0973,0.3963,0.2327,0.2906,7.2799,0.099,19.636,0.0606539,20.073,0.067653068,6.795,0.05798381,2.845,0.13075571,,,,,3.58,5,5,5,5,1,0
107,0.169727936,133.4648091,3167.923327,23.73601962,25.2,110.7,59.74,1.22,0.6013,0.2987,0.7283,1.4755,,,63.1078,0.2904,229.687,0.055876038,157.178,0.044732724,51.697,0.036017563,13.424,0.19859952,2.13,,4.39,0.079043284,2.94,5,5,0,5,0,0
112,0.7973,424.52473,827.05336,1.948186528,14.8,27,34.36,0.19,0.3166,0.6093,0.0529,0.5565,0.1857,0.5269,7.9348,0.3354,29.09,0.055379854,48.573,0.048977826,15.696,0.041985217,9.785,0.059274398,1.02,,0.61,0.22459015,4.69,5,5,5,5,1,0
113,0.420268028,36.89078957,176.114799,4.773950382,19.3,5269.2,24.68,0.06,0.142,0.3025,0.0197,0.5635,0.0756,0.2288,3.7964,0.1142,31.307,0.1803430513446598,17.321,0.098089025,7.276,0.10459043,4.989,0.1491281,,,,,2.94,5,5,5,5,0,0
114,0.371451613,190.3810614,60.5871488,0.31824147,10.9,85.3,33.52,0.37,0.1295,0.2108,0.0273,0.3689,0.1093,0.239,3.5765,0.2396,3.855,0.085084308,15.453,0.1613278994704962,10.729,0.07530991,2.923,0.15874101,,,0.212,0.41509435,2.94,5,5,5,5,0,0
115,0.226153846,128.4979412,261.645479,2.036184211,13.7,42.1,45.97,0.71,0.3034,0.2944,0.0804,0.4425,0.397,0.262,7.7142,0.2568,13.287,0.031986153,22.013,0.05374097,9.821,0.053660523,4.866,0.045211673,1.01,,0.793,0.19041614,2.94,5,5,5,5,1,0
117,0.354827586,47.32054102,299.8395065,6.336349925,15.4,80.1,47.79,0.1,0.1012,0.6082,0.0093,0.7983,0.0147,0.5956,2.0351,0.3723,10.809,0.1907669568174321,16.459,0.1586366158961757,5.215,0.087248325,2.761,0.11952192,,,,,2.94,5,5,5,5,1,0
119,0.212333333,78.96622222,1017.490444,12.88513514,15.7,157.2,57.11,0.5,0.8535,0.2802,0.3316,0.3283,2.2659,0.2181,25.9645,0.151,19.01,0.039978958,21.254,0.04168627,7.175,0.05574913,5.027,0.037596975,0.69,,,,2.94,5,5,5,5,1,0
120,0.1764,36.30312,385.50456,10.61904762,19.1,83.4,55.63,0.3,0.2139,0.6372,0.1824,0.606,1.3988,0.2592,14.0103,0.2863,22.663,0.032211094,21.349,0.026137057,7.161,0.026113672,2.496,0.053285256,,,0.323,0.27863777,2.94,5,5,5,5,1,0
121,0.287241379,14.41741974,224.1837396,15.54950495,23.3,81,37.21,0.05,0.2742,0.5882,0.0705,0.54,0.1328,0.3462,4.4648,0.2284,24.079,0.071763779,13.199,0.073793467,4.408,0.10027223,,,,,,,2.94,5,5,5,5,0,0
122,0.591791045,988.595911,8418.71555,8.515830842,17.6,80.3,45.77,0.75,0.3505,0.2597,0.0584,0.6768,0.5759,0.4688,15.6009,0.6418,51.268,0.034660996,55.254,0.022242733,21.466,0.03903848,8.392,0.02264061,1.77,,1.571,0.13558243,7.93,5,5,5,5,1,0
123,0.4,371.2,3059.2,8.24137931,17.1,82.9,48.61,0.58,0.4482,0.2437,0.1093,0.5637,0.8533,0.2522,11.8988,0.1253,18.676,0.023613194,17.355,0.068049553,6.417,0.103942655,3.767,0.16007432,,,1.69,0.12958579,8,5,5,5,5,0,0
125,0.603552311,578.9533119,18863.05652,32.5813086,22.4,186.3,54.9,0.42,0.5335,1.9538,0.242,0.2192,2.7376,0.0449,35.1133,0.1157,40.312,0.017488589,32.344,0.020498392,9.002,0.021995112,2.951,0.031175872,0.42,,,,12.56,5,5,5,5,0,0
126,0.3234,75.19932,1180.71576,15.70114943,18.6,127.6,57.62,0.19,0.7438,0.5348,0.3776,0.4978,1.9594,0.8932,,,44.637,0.035687883,51.023,0.03112322,14.897,0.013291267,8.743,0.13084754,0.73,,2.189,0.11375058,2.94,5,5,5,5,0,0
127,0.522450372,1071.934276,16638.05684,15.52152703,19.9,114,50.39,1.06,0.4626,0.1815,0.1043,0.4465,2.5297,0.2265,25.1442,0.0884,41.424,0.014025685,41.688,0.026914219,11.792,0.031462006,4.409,0.040825587,1.61,,0.429,0.24941726,12.57,5,5,5,5,0,0
128,0.266704465,69.77237952,226.8698565,3.251571153,16.1,36.9,37.41,0.26,0.1875,0.4585,0.0468,0.5652,0.1103,0.4268,3.6298,0.2996,20.956,0.010498187,17.642,0.035540187,9.659,0.017600166,3.891,0.089951165,,,,,2.94,5,5,5,5,0,0
130,0.34751269,170.8592337,225.4260094,1.319366853,12.1,31.4,44.96,0.38,0.2778,0.1269,0.0643,0.2662,0.1638,0.0792,5.4607,0.2105,8.435,0.044457617,15.871,0.1648289293086443,9.492,0.116729885,4.73,0.12875265,,,,,2.94,5,5,5,5,0,0
131,0.15877095,20.49562054,376.8509833,18.38690283,20.4,123.9,53.89,0.22,0.5906,0.3077,0.3809,0.2205,2.1484,0.0513,13.6113,0.1113,19.921,0.018372571,16.911,0.05174147,4.505,0.055715866,,,0.15,0.19999999,,,2.94,5,5,5,5,0,0
132,0.337847682,182.4008508,17593.83908,96.45700116,23.5,500.1,92.97,0.43,5.213,0.3605,,,,,291.0277,0.1715,196.462,0.076854557,122.358,0.057397144,33.1,0.08027191,11.973,0.1265347,3.29,,7.209,0.07240949,3.58,5,0,0,5,0,0
133,0.743326087,204.3652694,5470.715801,26.76930291,21.8,159.5,47.32,0.1,0.2847,0.4518,0.0862,0.5652,0.2545,0.4387,,,18.886,0.023774224,10.037,0.081598088,3.071,0.15760338,2.124,0.11770245,,,,,11.03,5,5,5,5,1,0
134,0.3234,26.79516,153.85608,5.741935484,17,58.6,42.26,0.06,0.1638,0.4259,0.0361,0.6904,0.0671,0.4695,4.5331,0.1133,10.542,0.026465568,9.075,0.065895316,3.686,0.08681497,1.746,0.09163803,0.145,0.2,,,2.94,5,5,5,5,1,0
135,0.245,36.94345592,549.3797052,14.87082601,19.1,115,46.59,0.16,0.6409,0.1407,0.1751,0.2992,0.5571,0.1816,19.5953,0.1417,25.677,0.023639833,20.005,0.029342665,6.857,0.043313403,2.768,0.09031792,0.508,0.2007874,,,2.94,5,5,5,5,0,0
136,0.37963964,85.97688499,883.3092119,10.27379873,19.3,78.4,43.49,0.16,1.2882,0.4783,0.2766,0.6222,0.9774,0.4453,37.0758,0.2599,55.114,0.070472113,56.575,0.03918692,16.707,0.036810916,6.941,0.025500648,,,0.356,0.28651685,2.94,5,5,5,5,0,0
137,0.277358491,20.51406194,319.6774653,15.58333333,18.7,127.2,48.46,0.07,0.3986,0.1926,0.1338,0.4256,0.4946,0.2151,10.5631,0.2077,13.386,0.017182131,15.452,0.048343255,3.731,0.051192712,1.374,0.11280932,,,,,2.94,5,5,5,5,0,0
138,0.101142857,45.60820408,1681.678204,36.87227414,26.7,154.5,45.71,1.16,1.3015,0.419,0.3835,0.5855,2.8757,0.4464,91.3937,0.2836,99.994,0.018611116,87.439,0.027504889,24.688,0.021467919,5.876,0.012423418,1.35,,1.921,0.11868818,2.95,5,5,5,5,1,0
139,0.190322581,393.6387064,11135.36266,28.28828181,25.8,131.9,45.26,2.96,8.9179,0.2807,1.2557,0.8284,,,250.6726,1.1428,618.822,0.037126994,458.654,0.047781118,140.332,0.044031296,49.227,0.006337985,10.2,,11.94,0.067252934,2.95,5,5,0,5,0,0
141,0.285196375,729.3321072,1793.62321,2.459268133,14.6,37.6,55.09,2.46,1.5835,0.0845,0.2855,0.291,4.1558,0.2191,41.0281,0.2132,81.897,0.049354675,134.565,0.061219484,55.54,0.07544112,33.636,0.08916042,5.327,0.19992492,10.409,0.068306275,2.95,5,5,5,5,0,0
143,0.473,62.64412,935.18722,14.92857143,19.7,109,46.64,0.07,0.2398,0.2385,0.0874,0.3931,0.4508,0.2399,13.5273,0.4115,19.882,0.065737855,14.087,0.062114006,5.014,0.047467094,2.258,0.053587247,,,,,4.73,5,5,5,5,0,0
144,0.2655,62.658,267.16675,4.263888889,15.6,52.6,52.04,0.26,0.3052,0.1729,0.098,0.2508,0.1915,0.1744,5.0632,0.17,15.574,0.029857455,26.108,0.1278535337493415,8.043,0.11438518,2.776,0.11347262,,,1.071,0.19514473,2.95,5,5,5,5,1,0
145,0.13,850.9,61340.6,72.08908215,11,3064.4,59.29,13.65,,,,,,,2991.5947,1.6196,2.591,,487.225,,732.279,0.013411555,361.15,0.037574414,39.28,,34.705,0.06192191,1.3,5,0,0,5,0,0
147,0.29037037,445.5811004,1521.475019,3.414586071,15.6,43,42.21,1.46,0.913,0.0667,0.1859,0.4423,1.1367,0.3537,40.0036,0.1538,86.693,0.032297878,114.695,0.060569336,59.326,0.049438696,23.154,0.037056234,3.18,,2.318,0.091026746,2.94,5,5,5,5,1,0
149,0.397559367,124.5961392,2059.102671,16.5262157,20,115.9,47.86,0.21,2.1702,0.3217,0.7254,0.3143,3.8396,0.2302,43.5081,0.3179,109.847,0.078245198,73.562,0.1260433418450446,30.331,0.15433057,,,0.906,0.19977924,,,2.94,5,5,5,5,1,0
150,0.281658291,16.70134593,156.4652408,9.368421053,20.1,65.6,38.46,0.06,0.2902,0.5478,0.0951,0.5802,0.1138,0.5116,7.3701,0.1283,14.579,0.052884288,9.411,0.030071192,3.547,0.05948689,1.665,0.13873875,,,,,2.95,5,5,5,5,1,0
151,0.853741081,2026.864872,3843.24471,1.896152409,13.9,31.7,48.64,0.73,0.2956,0.3927,0.0358,0.4996,0.2567,0.3419,10.0784,0.1161,15.058,0.049741002,26.558,0.057835681,13.651,0.053695697,4.427,0.078608535,,,1.173,0.17306052,11.02,5,5,5,5,0,0
152,0.353912072,175.8510331,849.1896257,4.829028358,13.6,84.8,50.13,0.37,2.1434,0.532,0.4163,0.5881,0.7968,0.8952,33.8106,0.3658,11.292,0.2477860518309228,17.665,0.1170110338104706,27.375,0.052054793,6.39,0.054773085,0.66,,0.426,0.24178404,2.95,5,5,5,5,0,0
153,0.163065327,59.83476932,1132.18424,18.92184516,20.7,126.5,55.08,0.59,1.5237,0.3468,0.5761,0.1285,3.0418,0.0766,49.3617,0.1134,49.557,0.037714146,49.378,0.027603387,14.208,0.021044482,5.11,0.036399215,0.87,,0.471,0.2208068,2.95,5,5,5,5,1,0
154,0.198404908,238.7896571,3464.157992,14.50715259,20,443.3,51.71,1.62,0.7247,0.6429,0.4109,0.4136,4.4425,0.4027,77.0167,0.2868,158.104,0.034749279,149.623,0.053527866,48.059,0.056825984,17.472,,4.744,0.20004216,,,2.94,5,5,5,5,0,0
155,0.8888,65.2864,1847.60512,28.3,24.4,134.9,45,0.02,0.3519,0.53,0.0591,0.2437,0.138,0.2889,7.4248,0.3072,17.126,0.057106154,9.284,0.059241707,2.988,0.059906296,,,,,,,8.08,5,5,5,5,0,0
156,0.1419,713.69551,33572.77374,47.04075235,36.3,139.7,45.11,7.68,2.0689,0.1412,0.4863,0.5955,3.4217,0.2616,27.3116,0.6384,701.102,0.026237267,494.076,0.020940098,106.055,0.035660744,38.381,0.2534327,9.64,,11.949,0.06636538,4.73,5,5,5,5,0,0
157,0.1068,40.55552,1070.9192,26.40625,22.9,143.3,60.27,0.85,1.3006,0.0436,0.4988,0.4157,2.8446,0.285,20.0749,0.1392,38.935,0.024579428,21.002,0.1044662415828038,8.036,0.29542062,,,,,,,3.56,5,5,5,5,1,0
158,0.965411222,5945.068497,11899.64359,2.001599072,14.4,31.1,41.76,1.71,0.3659,0.1538,0.0868,0.4909,0.4281,0.2668,16.6459,0.1171,38.537,0.018242209,56.914,0.043047406,33.644,0.023243371,12.564,0.025469596,2.32,,2.601,0.09534794,12.56,5,5,5,5,0,0
159,0.281029412,42.87685446,372.6898248,8.692098093,16.6,91.7,52.37,0.14,0.9443,0.0934,0.2969,0.2937,0.9652,0.1391,12.342,0.1868,15.395,0.058525497,15.848,0.1507445695964691,5.624,0.099217646,,,0.58,,1.733,0.11425274,2.94,5,5,5,5,0,0
161,0.341,10.571,171.058,16.18181818,22.8,92.2,39.98,0.02,0.1209,0.2993,0.0804,0.3667,0.1782,0.4161,2.9548,0.3424,13.865,0.054597911,10.285,0.065629559,2.422,0.0800991,1.233,0.15166262,,,,,3.1,5,5,5,5,1,0
162,0.492857143,1701.27551,21011.32653,12.35033738,19.8,93.2,50,1.88,3.6267,0.2612,1.6212,0.3688,12.5932,0.1752,123.3921,0.3197,128.867,0.039816245,144.896,0.038255026,48.282,0.02731867,17.724,0.03131347,2.76,,1.844,0.111171365,8.1,5,5,5,5,1,0
163,0.321818182,719.4450248,5614.24886,7.803582853,18.7,66,43.72,1.84,5.9667,0.3985,,,,,433.2568,0.5002,353.653,0.052805997,314.457,0.056258884,129.032,0.03017081,50.055,0.032204576,9.43,,13.021,0.06635435,2.95,5,0,0,5,1,0
164,0.2184,25.17424,67.57296,2.684210526,15.2,34.9,37.97,0.12,0.0949,0.2896,0.0305,0.2429,0.0377,0.1371,1.3735,0.1462,3.577,0.034665921,3.463,0.1019347343973572,1.728,0.21412037,,,,,,,3.64,5,5,5,5,0,0
165,0.299609375,65.46527863,591.8432999,9.040567951,17.8,82,44.52,0.2,0.5489,0.4389,0.1906,0.571,0.4678,0.4568,19.852,0.0612,30.664,0.043210281,28.932,0.033077562,9.973,0.048731577,4.25,0.08517647,,,,,2.95,5,5,5,5,1,0
166,0.376,53.72288,737.98272,13.73684211,19.7,99.5,44.01,0.09,0.2501,0.4755,0.1493,0.5109,0.4833,0.243,17.4669,0.1892,26.385,0.051961344,21.432,0.057624114,6.737,0.06887338,2.71,0.060147602,,,,,3.76,5,5,5,5,1,0
167,1.054612352,3222.84849,3085.926984,0.957515376,13.3,18,34.63,0.78,0.0889,0.501,0.0385,0.3137,0.1549,0.2259,5.573,1.0059,13.453,0.064966923,30.662,0.061574588,12.971,0.052039165,5.884,0.045207344,1.33,,0.811,0.18988903,12.54,5,5,5,5,0,0
