YB,F8,F12,F24,F70
643.0,0.3571,0.1645,2.2421,8.4663
644.0,0.1409,0.0336,0.3272,2.4084
645.0,0.4857,0.0715,0.3153,8.8006
646.0,0.249,0.025,0.3384,6.9608
647.0,1.9766,0.9829,5.9561,82.5445
648.0,0.5644,0.1335,1.5477,16.3086
649.0,,0.0536,0.4749,7.7928
650.0,9.1112,,,1.8626
651.0,,0.0919,0.8695,13.7261
652.0,1.1519,0.3175,4.625,33.1109
653.0,1.0322,,3.0454,85.3494
654.0,1.5031,0.4075,3.8817,62.2095
655.0,,0.1112,2.1163,19.9253
656.0,0.3562,0.1623,0.4108,2.7431
657.0,0.8247,0.2239,0.7651,25.0701
658.0,2.8927,0.9273,,320.5723
659.0,0.3552,0.0456,0.1067,9.8885
660.0,,,0.4822,35.8358
661.0,,,,
662.0,0.6477,0.1576,1.5956,16.408
663.0,1.0121,0.2314,1.8134,63.7477
664.0,0.7159,0.3508,1.894,14.3977
665.0,3.1351,0.5432,4.3014,
666.0,3.7165,0.8653,7.2331,151.6217
667.0,1.9546,0.3257,1.0786,33.6354
668.0,0.618,0.1715,0.3069,4.7968
669.0,,0.4977,4.6613,
670.0,0.1693,0.0873,0.9912,9.2246
671.0,6.8877,,,1045.3354
672.0,0.572,0.6775,11.4901,23.2402
673.0,,0.0496,0.1996,0.734
674.0,0.9139,0.2646,3.109,35.5532
675.0,0.7326,0.1859,1.195,
676.0,1.2904,0.3408,0.5371,26.2985
677.0,0.1579,0.0796,0.2801,4.8498
678.0,0.2391,0.0972,0.3651,6.4989
679.0,,,0.0906,2.463
680.0,,0.4073,2.7399,
681.0,0.2728,0.072,0.4334,11.6878
682.0,1.4087,0.367,3.2441,41.2177
683.0,0.3435,0.0746,0.2394,6.939
684.0,,0.2952,2.4686,
685.0,1.0472,0.2673,1.3498,34.5695
686.0,0.397,0.0736,1.941,125.071
687.0,2.8047,,,153.8332
688.0,0.6375,0.2081,1.407,26.7612
689.0,2.2202,0.5757,0.9454,30.2936
690.0,,1.328,,
691.0,14.4774,,,3289.123
692.0,,,,1034.9001
693.0,0.7344,0.1085,1.258,21.0191
694.0,0.7064,0.1089,1.4094,40.6813
695.0,,,,484.3878
696.0,0.0904,0.0571,0.0822,2.0984
697.0,,0.8202,,
698.0,0.2663,0.0605,0.4891,6.4757
699.0,0.5744,0.202,2.3253,70.6561
700.0,0.2316,0.0494,0.334,11.4534
701.0,0.1164,0.0232,0.1377,5.5821
702.0,1.7916,0.6275,6.5048,132.3603
703.0,3.1971,1.6974,9.6832,141.7892
704.0,0.5949,0.1698,0.7686,11.924
705.0,0.9075,0.3498,0.7301,5.2679
706.0,0.4864,0.1728,6.7504,
707.0,1.0833,0.4389,1.0724,12.1097
708.0,5.6949,1.8387,,108.9854
709.0,1.2695,0.7029,2.4448,20.9668
710.0,0.6379,0.2145,0.7064,17.6879
711.0,,0.0696,1.5123,100.0331
712.0,0.1595,0.0357,0.2679,3.4745
713.0,0.6368,0.3676,0.7872,2.6402
714.0,0.1827,0.0699,0.8524,27.5343
715.0,2.0226,0.7152,,86.9401
716.0,,0.8432,,1499.6643
717.0,4.6824,1.067,5.6276,2.6095
718.0,,0.0281,0.0546,1.1317
719.0,2.1051,0.6186,1.8819,0.2166
720.0,0.3978,0.1138,0.5075,14.0738
721.0,0.362,0.0437,,
722.0,0.3162,0.0885,0.5524,18.7086
723.0,0.2737,0.1004,2.7901,72.3224
724.0,0.1083,0.0389,0.0525,1.486
725.0,0.6577,0.1741,1.1048,24.2886
726.0,0.7936,0.584,6.5118,62.9652
727.0,0.1819,0.0591,0.1799,5.1112
728.0,0.0933,0.027,0.065,2.6005
729.0,0.396,0.0687,0.5336,15.3223
730.0,1.8056,0.5816,4.3878,10.0558
731.0,,,,1.8201
732.0,0.5877,0.1547,0.1555,7.2323
733.0,3.5421,0.5596,1.3098,40.789
734.0,0.7405,,1.7324,
735.0,,0.0737,1.1965,11.8186
736.0,,0.2623,2.2439,38.2886
737.0,5.3595,1.2735,,259.1789
738.0,0.3322,0.0815,0.2727,7.387
739.0,0.51,0.2469,1.9159,3.359
740.0,0.452,0.1645,2.0953,71.1323
741.0,0.2749,0.0907,0.4932,17.6517
742.0,0.7256,0.0847,,33.5259
743.0,,0.0248,,
744.0,,,,
745.0,0.8762,0.2263,1.4266,44.7458
746.0,,0.2754,0.467,18.5707
747.0,0.1709,0.0203,0.1339,3.8589
748.0,0.6408,0.0613,0.217,13.7109
749.0,1.1999,0.1743,3.5002,
750.0,0.0694,0.0225,0.0392,1.0311
751.0,0.8305,0.1302,1.0566,14.1142
752.0,1.1614,0.1792,1.8247,30.3753
753.0,1.8779,0.8472,,378.9799
754.0,0.1126,0.0244,0.1058,22.2071
755.0,2.3747,0.7953,1.4646,
756.0,16.1802,2.2238,,657.2856
757.0,0.9063,0.2857,0.5705,16.6166
758.0,0.4785,0.2229,1.0245,27.7516
759.0,0.1875,0.0432,0.1861,4.7041
760.0,0.0845,0.0525,0.1231,5.4099
761.0,0.7337,0.2607,0.4903,12.0993
762.0,0.5432,0.1329,0.8035,31.2426
763.0,0.8112,0.3116,2.7442,54.5752
764.0,,0.0513,0.4422,0.821
765.0,0.5947,0.1406,0.5117,14.1636
766.0,0.6988,0.1677,0.3318,11.8223
767.0,3.9996,1.1424,,352.4918
768.0,0.2629,0.055,0.2735,5.2747
769.0,9.8564,,,6.6979
770.0,0.4696,0.1705,0.2493,2.9279
771.0,,0.6562,1.4572,0.5726
772.0,1.4408,0.2748,2.6107,28.1473
773.0,,0.2099,1.1134,13.1073
774.0,0.2802,0.0344,,
775.0,0.2948,0.0573,0.35,12.3651
776.0,3.0129,1.1649,3.1132,43.3807
777.0,0.4187,0.1194,0.3494,10.2288
778.0,0.1578,0.0347,0.2906,7.5
779.0,0.3182,0.0481,0.2852,8.2075
780.0,,0.0244,,2.0325
781.0,0.5902,0.1479,0.3048,7.3519
782.0,1.3739,0.5305,7.6667,
783.0,1.5836,0.6247,1.3304,29.8165
784.0,0.7378,0.1927,0.7295,32.7114
785.0,0.1012,0.011,0.047,1.6887
786.0,0.6604,0.1344,0.5482,15.8072
787.0,,0.1045,1.6499,3.3305
788.0,1.6839,0.5154,1.957,26.3779
789.0,0.1276,0.0303,0.1178,2.8765
790.0,0.8689,0.2541,0.4709,19.7929
791.0,0.3405,0.039,0.1389,6.2739
792.0,0.2658,0.1006,0.7715,18.5609
793.0,0.6131,0.0604,1.0199,24.8115
794.0,1.1264,0.1827,1.5362,23.8931
795.0,0.3787,0.1488,0.2961,12.1697
796.0,1.8965,0.737,3.4857,85.7902
797.0,1.3331,0.7508,,19.9799
798.0,0.5581,0.1259,1.2316,14.7112
799.0,2.601,,,
800.0,0.1167,0.0497,0.1761,
801.0,1.1136,1.1149,,28.3728
802.0,0.0668,0.0188,0.0852,2.3437
803.0,,0.2559,3.7008,4.7081
804.0,0.4266,0.1461,0.4553,17.6864
805.0,,0.0406,0.0781,0.596
806.0,2.1453,0.5511,1.61,33.6853
807.0,0.8053,0.1682,0.8043,7.1001
808.0,3.8161,0.8935,3.7644,1.5035
809.0,3.6204,0.9562,2.6943,72.6242
810.0,5.2585,1.0893,,146.4731
811.0,,0.1327,1.3738,
812.0,0.1694,0.0587,0.095,5.129
813.0,0.9609,0.4335,4.6319,
814.0,0.6412,0.1251,1.3768,14.4936
815.0,2.7245,0.541,3.4088,56.3079
816.0,,0.3718,3.7542,47.5269
817.0,0.9646,0.1771,0.92,22.2305
818.0,0.706,0.1731,0.3366,12.6068
819.0,1.1518,0.2446,1.0621,14.5707
820.0,0.3293,0.0296,0.105,2.7905
821.0,0.3562,0.1343,0.2071,4.2453
822.0,1.0531,0.3353,0.5105,10.3343
823.0,0.7688,0.2662,0.6993,10.6996
824.0,0.7132,0.2097,0.5863,10.8056
825.0,0.7798,0.2247,0.361,16.9274
826.0,0.6444,0.2221,0.578,21.3121
827.0,0.2703,0.0671,0.4534,3.6473
828.0,0.1215,0.0355,0.0704,2.5433
829.0,0.6831,0.1515,0.5771,25.3252
830.0,0.5367,0.0797,0.6861,14.5291
831.0,0.1322,0.0261,,9.3828
832.0,1.2073,0.6427,7.1334,36.534
833.0,1.9548,0.5808,3.0767,32.862
834.0,3.5717,1.1291,,174.3007
835.0,0.3818,0.1749,0.9239,
836.0,1.035,,1.0132,15.5203
837.0,1.6774,0.3419,2.1379,55.9895
838.0,0.1532,0.0281,0.3798,
839.0,0.344,0.3542,4.8238,12.5023
840.0,1.9072,0.7711,,256.8797
841.0,0.7982,0.178,0.7449,62.8475
842.0,1.1452,0.4649,2.2503,29.8622
843.0,,0.3843,0.8077,0.5294
844.0,1.0948,0.3139,1.6885,36.0284
845.0,,0.0677,0.2399,8.8748
846.0,1.6345,0.6565,7.1494,
847.0,0.3524,0.0965,0.7235,19.9938
848.0,3.2253,0.5904,7.7765,140.0297
849.0,,1.1288,,21.1159
850.0,2.4176,1.5303,13.0908,97.0762
851.0,0.2832,0.2304,2.865,1.6177
852.0,0.2195,0.0413,0.0892,8.3369
853.0,1.3708,0.2252,3.26,77.5827
854.0,4.4174,,,150.059
855.0,0.3852,0.0731,1.897,26.9968
856.0,4.3963,,,370.5586
857.0,0.5099,0.1149,2.1152,26.9487
858.0,0.0838,0.0624,0.333,
859.0,0.1437,0.0441,0.3759,13.521
860.0,0.1841,0.0546,0.0933,5.0013
861.0,0.3602,0.0559,0.246,30.7541
862.0,0.1637,0.0831,1.0656,7.8147
863.0,0.8366,0.3726,1.5937,25.7966
864.0,1.0475,0.2482,4.4504,77.1898
865.0,2.3743,0.3595,,84.1042
866.0,1.0271,0.1312,1.6868,22.5436
867.0,7.824,2.3361,5.5078,135.8528
868.0,1.2234,0.5685,,164.4397
869.0,0.5218,0.1204,0.5181,19.9537
870.0,0.3859,0.13,0.369,15.8122
871.0,39.1322,,,1759.3835
872.0,0.1927,0.0408,0.2229,9.9104
873.0,1.2642,0.566,4.217,83.1906
874.0,0.6005,0.1298,0.9296,45.1598
875.0,1.7184,0.4724,1.5078,56.9511
876.0,0.0895,0.0384,0.1431,2.0705
877.0,1.8952,0.9519,4.1977,47.0588
878.0,0.6622,0.2512,4.1271,
879.0,0.2711,0.0937,0.4169,13.9819
880.0,,0.3657,,
881.0,2.4922,0.8696,6.1543,88.8058
882.0,0.3174,0.099,0.4995,15.4033
883.0,2.4611,0.7521,3.4025,59.8384
884.0,1.2033,0.4967,3.7126,53.1115
885.0,0.2587,0.0267,0.8073,23.8473
886.0,0.2682,0.0528,0.214,7.3955
887.0,0.8372,0.2285,0.9284,31.1691
888.0,0.5043,0.1204,0.3058,20.227
889.0,3.8417,0.4821,2.6878,
890.0,13.5167,3.105,,357.6453
891.0,0.081,0.013,0.0616,1.3558
892.0,3.6564,0.7993,6.0019,118.6644
893.0,,,,
894.0,,,,
895.0,,,,
896.0,,0.4423,,
897.0,,1.3827,,
898.0,7.2685,,,327.0308
899.0,0.397,0.0436,0.7158,16.1051
900.0,0.6351,0.1216,0.5989,26.0518
901.0,0.4445,0.0437,1.6856,30.1842
902.0,0.6834,0.0982,0.6221,28.6689
903.0,0.8474,0.2154,2.0762,36.4715
904.0,0.9518,0.465,1.009,14.5154
905.0,1.913,0.8056,5.2216,17.3326
906.0,0.315,0.2924,6.2132,18.1363
907.0,2.98,,,195.497
908.0,4.3786,2.3698,,147.3913
909.0,4.1003,1.3279,4.5808,21.0881
910.0,1.6097,0.5074,3.9426,87.0148
911.0,1.1738,1.7429,,
912.0,0.5529,0.1467,0.239,10.0434
913.0,0.7722,0.1512,2.0232,58.3415
914.0,0.4318,0.1386,0.2637,7.4628
915.0,4.5651,,,260.6725
916.0,,0.0885,0.1148,
917.0,0.682,0.133,0.5143,19.8742
918.0,,,0.2335,7.5916
919.0,0.1669,0.0619,0.3745,10.8266
920.0,0.7533,0.219,0.7544,17.3208
921.0,2.1371,0.8604,5.1428,179.6605
922.0,0.1394,0.0498,0.093,4.9911
923.0,0.7255,0.2235,0.4227,13.5581
924.0,0.3043,0.0054,,
925.0,0.1219,0.0142,0.0363,2.0039
926.0,0.2174,0.0508,0.116,4.9397
927.0,,0.3804,2.7361,
928.0,1.0899,0.4673,1.072,12.3334
929.0,0.9858,0.1631,1.6935,33.2552
930.0,1.3542,0.4207,1.1119,36.1233
931.0,1.138,0.1198,1.3157,19.6557
932.0,3.7818,1.1916,5.6257,65.0107
933.0,2.4504,1.115,8.6809,99.3787
934.0,0.2906,0.0926,0.2695,5.3585
935.0,4.1484,0.9712,2.3532,0.4462
936.0,68.5459,,,2375.6013
937.0,0.5448,0.1637,0.7298,10.4783
938.0,2.8552,1.0305,,481.2246
939.0,20.5631,,,2630.9218
940.0,1.2664,0.3749,1.6066,33.7069
941.0,0.2754,0.2974,4.1582,
942.0,0.4529,0.1439,1.6511,24.1896
943.0,3.2737,0.954,,187.7523
944.0,1.2604,0.4875,2.3371,38.9011
945.0,2.0941,0.7499,3.1489,48.4165
946.0,2.1399,1.0231,,86.8749
947.0,0.9496,0.2532,1.3901,22.5084
948.0,0.44,0.1519,0.7652,28.5229
949.0,1.086,0.2636,0.445,24.8071
950.0,0.2531,0.0581,0.0981,2.8288
951.0,0.8013,0.2791,2.606,29.604
952.0,2.8264,0.6724,,150.5479
953.0,0.2433,0.092,0.2224,2.1905
954.0,0.3342,0.0645,,5.4592
955.0,0.4829,0.1326,0.9188,7.3403
956.0,9.1283,0.8914,,292.7079
957.0,0.8666,0.2859,1.0212,23.3631
958.0,0.1617,0.1165,2.0742,13.0182
959.0,0.841,0.0989,,15.7257
960.0,0.5506,0.1737,0.2697,9.372
961.0,0.6578,,0.2892,9.1739
962.0,0.5362,0.4513,3.8968,23.1813
963.0,5.0496,0.6748,3.8488,0.557
964.0,0.7312,0.2492,4.6137,111.0119
965.0,0.5232,0.2876,4.749,146.2182
966.0,0.6586,0.2148,0.6956,27.0092
967.0,1.4244,0.5428,1.1995,24.3132
968.0,1.5666,0.4857,1.051,30.8591
969.0,0.4819,0.1144,0.3988,9.4274
970.0,0.7761,0.1538,0.451,13.0149
971.0,0.1784,0.0592,0.3323,8.2905
972.0,0.1849,0.0378,0.2573,5.2601
973.0,0.6732,0.1311,0.6242,18.9658
974.0,0.8997,0.2334,0.3123,24.8262
975.0,0.5171,0.1076,0.8811,17.9392
976.0,1.4526,0.5685,1.3449,22.8874
977.0,0.8702,0.233,0.368,9.4917
978.0,,0.1466,,277.3915
979.0,1.7953,0.6276,4.0868,46.0988
980.0,1.1957,0.434,2.3183,34.8436
981.0,10.2618,,,462.5096
982.0,2.3655,0.6771,3.0654,83.327
983.0,1.4975,1.2016,,184.916
984.0,3.5672,2.4072,16.0304,
985.0,0.1699,0.0686,0.1495,2.1461
986.0,0.2031,0.0416,0.1051,4.137
987.0,0.1631,0.0298,0.3572,
988.0,1.1134,0.58,2.0332,54.6382
989.0,0.3355,0.1446,0.495,10.4251
990.0,0.2139,0.0823,0.43,10.5716
991.0,0.5477,0.1309,0.982,17.2311
992.0,0.8262,0.2515,1.3112,22.9692
993.0,0.3065,0.0248,0.2245,4.2175
994.0,0.2919,0.0882,0.5901,7.707
995.0,0.3024,0.0687,0.1014,5.2042
996.0,0.3497,0.1207,0.1648,6.5383
997.0,0.5186,0.0598,0.4448,11.3829
998.0,0.1268,0.0362,0.0677,2.0453
,0.3311,0.1219,0.1034,4.0816
1000.0,5.3619,0.6633,3.557,1.2353
1001.0,0.7028,0.3539,1.6954,28.6451
1002.0,0.101,0.0368,0.091,
1003.0,0.2803,0.0741,0.447,14.4047
1004.0,0.1255,0.0361,0.7732,27.8788
1005.0,0.085,0.0164,,2.5856
1006.0,,0.0034,,
1007.0,0.4394,0.125,0.461,10.3327
1008.0,0.153,0.0646,0.0762,3.5826
1009.0,0.2756,0.1027,0.1638,4.7589
1010.0,3.1634,0.7483,4.4347,99.1787
1011.0,0.3486,0.1252,0.398,12.0278
1012.0,1.4671,1.0692,,636.3074
1013.0,0.5251,0.1337,1.576,30.5545
1014.0,1.0728,0.3695,3.3345,71.3896
1015.0,1.7946,0.7848,,
1016.0,0.6886,0.173,0.5324,17.3178
1017.0,5.4051,2.2926,15.5256,487.9166
1018.0,0.1552,0.0781,0.2997,5.3195
1019.0,0.1449,0.0376,0.0651,2.126
1020.0,1.3214,0.2486,1.6246,42.8513
1021.0,2.7813,0.6255,,136.8548
1022.0,0.098,0.0137,0.08,2.3894
1023.0,0.9545,0.3604,5.3233,102.1272
1024.0,0.3926,0.0494,0.9899,21.4142
1025.0,0.1863,0.0541,0.5412,10.6331
1026.0,,0.175,1.3304,28.4644
1027.0,0.5209,0.0479,,10.3883
1028.0,0.0368,0.013,0.0987,1.2528
1029.0,0.441,0.119,0.5916,6.4925
1030.0,2.1084,0.8161,6.9798,126.6185
1031.0,,0.1709,0.4174,6.3204
1032.0,,0.0189,0.0293,0.3353
1033.0,,0.0965,1.4478,5.4551
1034.0,0.7398,0.2514,4.3016,22.2215
1035.0,0.5399,0.1533,0.3093,14.0281
1036.0,3.947,1.1958,7.2072,155.4844
1037.0,3.3724,1.0373,1.886,50.9072
1038.0,0.9013,0.4723,7.8471,169.3305
1039.0,0.1866,0.0176,0.0291,
1040.0,1.2772,0.3184,0.5187,16.2221
1041.0,4.6426,1.6278,,227.6904
1042.0,0.1341,0.041,0.096,4.7392
1043.0,0.6571,0.2424,0.935,15.5428
1044.0,1.3021,,1.2955,
1045.0,3.1166,0.8469,2.1949,76.6024
1046.0,0.2654,0.1042,1.3195,6.8407
1047.0,0.536,0.1433,0.1881,8.1022
1048.0,0.1837,0.0678,0.2961,1.9559
1049.0,,0.1172,0.4408,4.9906
1050.0,6.2562,1.8473,,340.054
1051.0,25.726,,,1156.4808
1052.0,1.4481,,,299.0443
1053.0,0.2252,0.0413,0.1221,4.3086
1054.0,0.3928,0.0923,0.1099,10.6161
1055.0,0.271,0.0606,0.0874,3.7249
1056.0,0.5325,0.1417,1.4318,14.981
1057.0,0.2137,0.0861,0.4489,
1058.0,3.2005,0.6197,7.7605,153.0375
1059.0,1.2117,0.4199,2.015,25.3536
1060.0,0.493,0.1279,0.1854,10.2262
1061.0,0.192,0.0138,0.0982,4.2746
1062.0,0.3296,0.0608,0.6632,11.7628
1063.0,0.9242,0.2306,0.8567,22.3278
1064.0,0.8144,0.2357,1.3101,23.0164
1065.0,0.1679,0.0244,0.1809,5.8858
1066.0,0.888,0.2535,0.8375,
1067.0,0.5009,0.2115,1.8025,21.7065
1068.0,1.7881,0.4511,3.9516,79.6764
1069.0,0.466,0.1482,2.2878,85.5202
1070.0,0.425,0.128,0.2523,17.8485
1071.0,1.1359,0.1653,0.4585,6.6661
1072.0,0.2737,0.0831,0.2743,13.6914
1073.0,0.3141,,0.2877,11.8587
1074.0,0.0688,0.0338,0.0618,2.8783
1075.0,0.7946,0.3623,1.9837,72.5768
1076.0,7.737,3.2211,,
1077.0,,0.7028,,
1078.0,1.215,0.3401,1.0151,
1079.0,0.323,0.1335,1.4418,15.9275
1080.0,0.6282,0.2322,0.4195,13.1429
1081.0,4.6017,4.0877,,645.626
1082.0,0.3701,0.145,0.3144,7.3769
1083.0,0.7827,,0.426,21.2514
1084.0,0.4114,0.1092,0.2611,9.7687
1085.0,1.914,1.3096,,231.7363
1086.0,1.8258,0.7216,3.3469,60.8895
1087.0,3.4898,1.641,,151.2574
1088.0,,,,
1089.0,,0.0754,0.3663,5.3256
1090.0,0.2052,0.0502,0.1554,4.8279
1091.0,0.6974,,,51.0392
1092.0,,0.3406,3.1953,
1093.0,,0.3975,,
1094.0,,,,
1095.0,0.1145,0.0413,0.1442,2.0323
1096.0,0.3886,0.1317,0.3678,14.7436
1097.0,,0.6267,,
1098.0,4.3362,2.6054,,1520.841
1099.0,2.0724,0.979,4.9456,73.8824
1100.0,0.3356,0.1366,0.1982,10.8684
1101.0,6.0155,2.9555,3.9169,0.989
1102.0,2.6098,0.9436,3.2124,
1103.0,0.6314,0.2194,0.7434,15.6023
1104.0,0.5907,0.2119,1.1544,23.7932
1105.0,1.4589,0.519,0.9533,
1106.0,1.0149,0.4531,2.3826,22.2746
1107.0,0.0997,0.073,0.3829,4.7309
1108.0,0.2912,0.1896,0.3118,0.6053
1109.0,0.1628,0.0569,0.2566,3.1961
1110.0,0.0756,0.0315,0.1081,0.8246
1111.0,3.5207,1.3238,3.4924,89.1409
1112.0,0.1579,0.0659,0.3858,3.6454
1113.0,0.3074,0.117,0.2793,7.1779
1114.0,0.5167,0.2663,0.4755,17.8583
1115.0,0.6093,0.345,1.7947,22.2827
1116.0,0.2185,0.0575,0.1392,2.158
1117.0,1.0131,0.5714,2.3,38.1254
1118.0,,,,5.4782
1119.0,0.2095,0.0811,0.3271,9.2354
1120.0,1.7623,0.6253,1.2809,57.1434
1121.0,,0.0486,0.2468,2.9651
1122.0,4.3972,1.8768,3.2352,87.3779
1123.0,1.0188,0.3871,0.9103,25.5176
1124.0,0.1663,0.0687,0.2928,4.3101
1125.0,2.8019,1.6304,3.1493,0.6401
1126.0,0.4469,0.1785,0.212,8.4458
1127.0,1.0073,0.3066,0.7747,16.3737
1128.0,3.2616,1.4642,7.7972,116.2736
1129.0,0.5263,0.5105,4.6867,30.5694
1130.0,0.2404,0.0689,,8.0321
1131.0,0.4584,0.4384,3.3825,19.2134
1132.0,1.1723,0.4296,0.6024,27.6366
1133.0,0.0753,0.0183,0.0414,1.1675
1134.0,,0.2738,2.5557,
1135.0,0.0846,0.1563,1.4283,7.9138
1136.0,0.1765,0.0658,0.0906,1.9802
1137.0,0.1618,0.0324,,
1138.0,0.2612,0.4041,4.5125,6.1633
1139.0,0.8534,0.2224,2.2153,13.3255
1140.0,0.1593,0.1169,0.2106,8.3846
1141.0,0.9046,0.4107,0.3557,13.4093
1142.0,7.13,2.2979,,245.9005
1143.0,6.19,2.6966,12.5436,174.4382
1144.0,0.2044,0.0615,0.0631,3.7489
1145.0,1.6835,0.6935,0.8202,27.4598
1146.0,0.2692,0.1073,0.189,9.3155
1147.0,0.2498,0.1049,0.1087,8.1317
1148.0,5.2559,,,272.8993
1149.0,0.3564,0.1636,0.2011,
1150.0,1.3423,0.3926,1.2228,
1151.0,24.7289,,,4217.6372
1152.0,2.57,0.9741,3.4237,46.3839
1153.0,0.331,0.0883,0.2979,28.4765
1154.0,13.6266,6.8577,,670.0142
1155.0,1.3032,0.792,4.3402,60.954
1156.0,0.8982,0.2322,1.462,27.1757
1157.0,,0.2175,2.1516,
1158.0,1.9017,0.8641,,
1159.0,0.4392,0.1275,0.4743,11.2239
1160.0,4.8652,1.5997,3.28,0.8419
1161.0,0.155,0.0746,0.0862,2.8634
1162.0,0.3181,0.1296,1.8822,36.2837
1163.0,0.2264,0.103,0.2198,8.6901
1164.0,,0.2708,0.3369,1.3147
1165.0,0.8459,0.5457,2.0442,56.7051
1166.0,,1.8313,9.1515,136.4154
1167.0,0.1761,0.0972,0.2991,
1168.0,1.0739,0.7463,3.7975,69.2592
1169.0,1.8479,0.8972,,142.1505
1170.0,1.4872,0.8685,,122.9315
1171.0,,0.8132,5.5769,
1172.0,,0.3988,0.8417,
1173.0,3.4505,1.2111,5.8577,102.5506
1174.0,0.5189,0.036,0.1962,8.8826
1175.0,0.099,0.0363,0.0784,3.389
1176.0,0.1049,0.0385,0.0728,1.4127
1177.0,,1.5331,7.3083,112.3823
1178.0,13.1652,6.0145,,428.1351
1179.0,0.3506,0.1854,0.1466,4.6219
1180.0,3.2838,0.9087,,49.3567
1181.0,0.12,0.0302,,4.1328
1182.0,,0.0139,,10.8163
1183.0,0.3895,0.0785,1.8257,16.9514
1184.0,0.1312,0.1192,2.3533,3.7159
1185.0,,0.2322,5.701,12.0478
1186.0,,,0.0877,
1187.0,2.3105,0.8735,1.4313,43.6088
1188.0,5.4645,3.3645,,559.1446
1189.0,0.0364,0.0066,,0.3174
1190.0,0.0698,0.0176,0.0262,1.0956
1191.0,0.2539,0.0792,0.2918,20.534
1192.0,1.7174,0.7224,3.0602,56.791
1193.0,,,0.1764,0.337
1194.0,,0.2585,,
1195.0,0.155,0.0472,0.1362,7.5259
1196.0,0.6115,0.2304,0.594,25.1049
1197.0,4.1729,1.7041,1.7911,1.7256
1198.0,0.2015,0.0237,,3.0002
1199.0,,,,117.1524
1200.0,4.5005,,,413.1291
1201.0,,1.0355,9.2627,199.2807
1202.0,,,,
1203.0,0.1729,0.1457,2.5588,11.7915
1204.0,0.1651,0.0631,0.4585,30.1247
1205.0,0.136,0.2255,1.2296,
1206.0,,0.0516,0.3933,
1207.0,,0.017,0.0276,
1208.0,4.7535,3.1485,,871.4255
1209.0,0.353,0.1457,0.2443,8.2595
1210.0,1.0537,0.3437,4.5506,37.8557
1211.0,2.27,0.5859,1.3553,61.5034
1212.0,0.9225,1.1687,,45.9512
1213.0,,0.4435,,47.3564
1214.0,,0.2882,2.6473,4.4012
1215.0,2.2735,0.8838,,187.1548
1216.0,0.4798,0.1457,0.385,9.7764
1217.0,0.8117,0.4949,3.3875,41.1907
1218.0,1.1491,0.7893,,57.2556
1219.0,0.4421,0.2433,1.2037,9.0383
1220.0,4.303,1.6102,7.1057,127.6653
1221.0,0.4591,0.2421,4.4048,56.567
1222.0,0.6353,0.3289,4.0455,111.0707
1223.0,3.8953,2.5556,,
1224.0,0.4433,0.1416,1.0327,49.0284
1225.0,0.6386,0.644,7.2902,116.7853
1226.0,1.4193,0.5619,2.0427,41.0182
1227.0,0.6559,0.2132,0.2892,7.828
1228.0,2.5053,2.7221,,890.3206
1229.0,0.0351,0.0087,,0.8136
1230.0,,0.0126,,
1231.0,0.8385,0.2696,5.278,47.3188
1232.0,3.2726,1.7846,,
1233.0,,0.0174,,2.4769
1234.0,0.5344,0.0844,0.7121,14.578
1235.0,,0.0171,,2.0587
1236.0,0.1047,0.0428,0.0551,2.6942
1237.0,0.2534,0.0652,0.2428,
1238.0,4.4281,2.1926,,1037.1518
1239.0,,,,147.7109
1240.0,,,,
1241.0,0.4727,0.1823,0.4701,13.9048
1242.0,1.5314,0.9524,,709.2762
1243.0,0.4498,0.1554,0.2801,8.7992
1244.0,1.4297,0.5182,1.6696,
1245.0,0.3227,0.2548,2.6022,6.9344
1246.0,0.0734,0.0304,0.0582,
1247.0,,0.8851,3.7387,38.2773
1248.0,0.1772,0.1016,0.4259,4.5428
1249.0,0.2419,0.0561,0.1323,2.1066
1250.0,0.0848,0.0405,0.148,
1251.0,0.6512,0.4801,2.6038,45.2357
1252.0,2.0449,0.823,1.3906,50.22
1253.0,0.0741,0.0414,0.1094,1.2127
1254.0,1.8012,0.3329,9.5778,332.4689
1255.0,0.8819,0.4258,1.0394,39.8648
1256.0,,0.0547,0.1359,2.7863
1257.0,0.4628,0.0762,0.2169,7.4567
1258.0,,0.0218,0.0361,
1259.0,0.1342,0.0853,0.1592,1.6969
1260.0,0.3695,0.0572,,5.3714
1261.0,1.3237,1.3821,6.7046,35.7178
1262.0,1.7971,1.043,1.7919,4.067
1263.0,0.2026,0.1588,0.5198,0.4751
1264.0,0.179,0.1503,0.4691,11.8621
1265.0,0.5635,0.2003,0.5906,15.1637
1266.0,,0.0443,0.0595,0.5779
1267.0,0.848,0.415,0.8503,14.3431
1268.0,,,,2.8853
1269.0,0.4955,0.2468,4.0912,23.5167
1270.0,,0.0393,0.1103,0.1302
1271.0,1.7151,0.5968,1.1192,22.0586
1272.0,0.6395,0.2062,0.5563,8.8443
1273.0,8.4877,2.9969,7.1289,70.6741
1274.0,0.7775,0.2255,1.024,18.6377
1275.0,0.2394,0.1072,0.2235,3.9128
1276.0,7.4647,2.5459,,2.2754
1277.0,2.0895,0.8392,4.3743,45.8758
1278.0,4.8843,2.255,,133.8251
1279.0,0.0817,0.0516,0.0818,1.2336
